Time,Lot,pH,Temp,Current,Voltage,DTime,QC
40:47.0,14,2.59,24.68,4.23,4.12,2021-09-23,1
40:52.0,14,1.63,23.98,4.27,3.27,2021-09-23,1
40:57.0,14,2.5,25.7,4.46,4.19,2021-09-23,1
41:02.0,14,1.51,21.74,4.05,4.03,2021-09-23,1
41:07.0,14,2.73,22.33,4.21,3.59,2021-09-23,1
41:12.0,14,1.77,22.11,4.03,3.13,2021-09-23,1
41:17.0,14,1.9,23.74,3.07,3.46,2021-09-23,1
41:22.0,14,2.08,23.82,4.16,4.94,2021-09-23,1
41:27.0,14,2.67,21.43,4.12,3.09,2021-09-23,1
41:32.0,14,1.6,21.8,3.63,4.22,2021-09-23,1
41:37.0,14,2.5,23.44,4.26,3.26,2021-09-23,1
41:42.0,14,1.65,23.53,3.8,3.76,2021-09-23,1
41:47.0,14,1.57,22.32,3.47,4.2,2021-09-23,1
41:52.0,14,1.9,22.13,4.22,4.81,2021-09-23,1
41:57.0,14,2.1,25,3.62,3.61,2021-09-23,1
42:02.0,14,2.22,27.49,4,4.46,2021-09-23,1
42:07.1,14,2.71,25.51,3.16,3.29,2021-09-23,1
42:12.1,14,2.35,22.29,3.69,3.02,2021-09-23,1
42:17.1,14,2.49,27.5,3.56,3.62,2021-09-23,1
42:22.1,14,1.68,24.85,3.89,4.29,2021-09-23,1
42:27.1,14,1.51,26.97,3.26,3.84,2021-09-23,1
42:32.1,14,2.08,26.16,3.59,4.42,2021-09-23,1
42:37.1,14,2.28,24.07,3.33,3.88,2021-09-23,1
42:42.1,14,2.62,21.12,3.02,3.14,2021-09-23,1
42:47.1,14,2.91,25.35,4.41,4.45,2021-09-23,1
42:52.1,14,2.66,22.47,4.47,4.68,2021-09-23,1
42:57.1,14,2.42,25.05,4,4.63,2021-09-23,1
43:02.1,14,2.75,24.85,3.04,4.41,2021-09-23,1
43:07.1,14,2.44,22.66,3.37,4.14,2021-09-23,1
43:12.1,14,2.53,26.02,3.85,3.95,2021-09-23,1
43:17.1,14,1.79,19.68,4.31,3.3,2021-09-23,1
43:22.1,14,2.43,25.2,3.08,3.95,2021-09-23,1
43:27.1,14,2.99,21.42,3.51,4.47,2021-09-23,1
43:32.2,14,2.69,22.96,3.16,3.47,2021-09-23,1
43:37.2,14,1.64,24.9,3.56,3.44,2021-09-23,1
43:42.2,14,2.51,22.21,3.27,3.44,2021-09-23,1
43:47.2,14,2.08,24.89,3.27,3.22,2021-09-23,1
43:52.2,14,2.9,21.73,4.09,4.58,2021-09-23,1
43:57.2,14,1.64,23.34,3.68,3.55,2021-09-23,1
44:02.2,14,2.79,25.68,3.46,4.88,2021-09-23,1
44:07.2,14,1.61,27.44,3.16,4.69,2021-09-23,1
44:12.2,14,2.09,25.06,4.02,3.58,2021-09-23,1
44:17.2,14,1.54,24.48,4.41,3.64,2021-09-23,1
44:22.2,14,2.52,25.04,3.39,3.95,2021-09-23,1
44:27.2,14,2.25,23.22,3.62,4.89,2021-09-23,1
44:32.2,14,2.05,25.8,4.23,3.55,2021-09-23,1
44:37.2,14,2.98,24.93,3.34,3.44,2021-09-23,1
44:42.2,14,1.67,22.77,3.15,4.07,2021-09-23,1
44:47.2,14,1.62,21.24,4.09,4.95,2021-09-23,1
44:52.2,14,2.61,21.45,3.21,3.55,2021-09-23,1
44:57.3,14,1.58,26.94,3.98,3.61,2021-09-23,1
45:02.3,14,1.88,24.7,4.05,3.74,2021-09-23,1
45:07.3,14,1.79,26.74,4.03,4.19,2021-09-23,1
45:12.3,14,2.11,22,4.19,3.14,2021-09-23,1
45:38.7,15,2.46,25.67,4.2,4.24,2021-09-23,1
45:43.7,15,1.9,21.9,3.84,3.47,2021-09-23,1
45:48.7,15,1.93,23.97,3.84,4.02,2021-09-23,1
45:53.7,15,2.06,25.74,3.5,3.15,2021-09-23,1
45:58.7,15,1.71,23.3,3.54,3.63,2021-09-23,1
46:03.7,15,2.89,23.47,4.13,4.34,2021-09-23,1
46:08.7,15,1.89,26.85,4.18,3.63,2021-09-23,1
46:13.7,15,2.2,27.29,4.02,4.77,2021-09-23,1
46:18.7,15,2.31,24.44,4.49,3.22,2021-09-23,1
46:23.7,15,1.54,24.27,3.09,4.7,2021-09-23,1
46:28.7,15,1.95,26.87,3.07,3.74,2021-09-23,1
46:33.8,15,1.71,22.54,3.15,4.41,2021-09-23,1
46:38.8,15,2.95,24.09,3.64,4.43,2021-09-23,1
46:43.8,15,2.37,25.33,3.35,3.5,2021-09-23,1
46:48.8,15,2.15,23.78,3.78,4.61,2021-09-23,1
46:53.8,15,1.8,26,3.62,4.86,2021-09-23,1
46:58.8,15,2.28,23.71,4.48,3.65,2021-09-23,1
47:03.8,15,1.64,23.59,3.04,4.53,2021-09-23,1
47:08.8,15,1.78,27.14,4.16,3.72,2021-09-23,1
47:13.8,15,1.81,26.18,3.49,3.47,2021-09-23,1
47:18.8,15,1.87,23.67,3.57,3.06,2021-09-23,1
47:23.8,15,1.93,21.81,4.03,4.04,2021-09-23,1
47:28.8,15,2.87,23.66,4.01,4.64,2021-09-23,1
47:33.8,15,2.97,25.02,4.11,4.63,2021-09-23,1
47:38.8,15,1.58,22.49,4.27,3.68,2021-09-23,1
47:43.8,15,2.73,22.29,3.85,3.68,2021-09-23,1
47:48.8,15,2.64,22.35,3.02,4.29,2021-09-23,1
47:53.8,15,2.03,22.69,4.06,4.07,2021-09-23,1
47:58.8,15,2.9,27.74,4.38,3.51,2021-09-23,1
48:03.8,15,1.57,24.79,3.3,4.28,2021-09-23,1
48:08.8,15,2.53,23.04,3.12,3.59,2021-09-23,1
48:13.8,15,2.57,22.34,3.28,3.83,2021-09-23,1
48:18.8,15,2.09,25.63,4.11,4.95,2021-09-23,1
48:23.9,15,2.74,27.77,3.28,4.16,2021-09-23,1
48:28.9,15,1.65,25.38,3.99,4.97,2021-09-23,1
48:33.9,15,2.8,25.95,4.39,4.51,2021-09-23,1
48:38.9,15,2.96,25.09,3.34,3.77,2021-09-23,1
48:43.9,15,2.86,27.94,3.51,4.57,2021-09-23,1
48:48.9,15,2.19,24.81,4.31,3.05,2021-09-23,1
48:53.9,15,2.04,24.54,3.51,4.96,2021-09-23,1
48:58.9,15,2.95,21.95,4.28,4.08,2021-09-23,1
49:03.9,15,2.44,25.08,3.42,4.33,2021-09-23,1
49:08.9,15,2.69,25.79,4.34,4.4,2021-09-23,1
49:13.9,15,2.43,23.62,3.39,3.48,2021-09-23,1
49:18.9,15,1.61,26.77,3.43,3.3,2021-09-23,1
49:23.9,15,2.78,23.84,3.8,3.97,2021-09-23,1
49:28.9,15,2.07,24.41,4.31,4.05,2021-09-23,1
49:34.0,15,2.08,24.96,4.32,3.43,2021-09-23,1
49:39.0,15,2.56,27.22,3.91,4.79,2021-09-23,1
49:44.0,15,2.94,27.83,3.98,4.21,2021-09-23,1
49:49.0,15,2.44,24.91,3.8,4.4,2021-09-23,1
49:54.0,15,2.03,26.94,3.74,4.62,2021-09-23,1
49:59.0,15,2.97,26.73,4.44,3.47,2021-09-23,1
50:04.0,15,2.85,24.85,4.07,3.28,2021-09-23,1
50:09.0,15,2.57,23.59,4.44,4.1,2021-09-23,1
50:14.0,15,2.2,24.6,3.22,4.23,2021-09-23,1
50:19.0,15,1.53,23.89,4.02,4.09,2021-09-23,1
50:24.0,15,2.12,22.98,3.41,3.69,2021-09-23,1
50:29.0,15,2.79,26.82,4.45,3.53,2021-09-23,1
50:34.0,15,2,22.58,4.29,4.73,2021-09-23,1
50:39.0,15,2.69,23.71,3.52,4.84,2021-09-23,1
50:44.0,15,2.57,26.75,4.21,4.47,2021-09-23,1
50:49.0,15,2.02,23.32,4.42,4.19,2021-09-23,1
50:54.0,15,2.23,23.07,4.44,4.56,2021-09-23,1
50:59.0,15,2.5,25.37,3.24,3.69,2021-09-23,1
51:04.0,15,1.95,25.58,3.32,4.18,2021-09-23,1
51:09.0,15,2.62,21.07,3.54,4.87,2021-09-23,1
51:14.0,15,2.96,27,3.71,3.38,2021-09-23,1
51:19.0,15,2.79,26.98,4.27,4.85,2021-09-23,1
51:45.0,16,2.87,25.16,3.4,4.81,2021-09-23,1
51:50.0,16,2.93,26.06,3.92,4.62,2021-09-23,1
51:55.0,16,2.63,21.31,3.27,4.77,2021-09-23,1
52:00.0,16,1.77,25.75,4.34,3.42,2021-09-23,1
52:05.0,16,2.22,25.51,3.02,3.15,2021-09-23,1
52:10.0,16,2.87,24.94,4.17,3.07,2021-09-23,1
52:15.0,16,2.9,24.33,4.34,3.95,2021-09-23,1
52:20.0,16,2.48,22.44,4.31,4.7,2021-09-23,1
52:25.0,16,2.29,24.37,4.05,3.54,2021-09-23,1
52:30.0,16,1.57,25.93,3.09,4.09,2021-09-23,1
52:35.0,16,2.28,24.75,4.16,3.77,2021-09-23,1
52:40.0,16,1.97,23.82,3.01,3.82,2021-09-23,1
52:45.0,16,2.14,25.65,4.08,3.93,2021-09-23,1
52:50.0,16,2.03,22.26,3.4,3.95,2021-09-23,1
52:55.0,16,1.91,26.11,3.77,3.81,2021-09-23,1
53:00.0,16,2.61,21.86,4.09,4.96,2021-09-23,1
53:05.0,16,1.86,27.73,3.74,3.68,2021-09-23,1
53:10.0,16,2.22,25.52,3.7,3.71,2021-09-23,1
53:15.1,16,1.63,23.65,4.32,3.55,2021-09-23,1
53:20.1,16,2.13,24.7,4.45,4.71,2021-09-23,1
53:25.1,16,1.95,27.53,4.05,3.82,2021-09-23,1
53:30.1,16,2.32,24.31,3.82,3.87,2021-09-23,1
53:35.1,16,1.73,22.51,3.07,3.13,2021-09-23,1
53:40.1,16,1.99,26.82,3.72,3.49,2021-09-23,1
53:45.1,16,2.6,23.25,4.01,3.7,2021-09-23,1
53:50.1,16,2.42,26.01,4.13,3.53,2021-09-23,1
53:55.1,16,2.52,24.84,4.16,4.3,2021-09-23,1
54:00.1,16,2.5,21.74,4.33,4.69,2021-09-23,1
54:05.1,16,3.41,21.84,1.97,4.58,2021-09-23,1
54:10.1,16,2.12,24.84,3.33,3.66,2021-09-23,1
54:15.1,16,1.69,24.78,4.32,3.85,2021-09-23,1
54:20.1,16,2.71,23.04,3.91,3.4,2021-09-23,1
54:25.1,16,2.82,23.08,4.36,3.51,2021-09-23,1
54:30.1,16,2.12,24.73,4.29,4.37,2021-09-23,1
54:35.1,16,2.56,23.51,3.63,3.13,2021-09-23,1
54:40.1,16,1.71,22.88,3.49,4.81,2021-09-23,1
54:45.1,16,2.92,27.46,3.38,3.3,2021-09-23,1
54:50.1,16,2.8,21.7,3.66,4.47,2021-09-23,1
54:55.2,16,2.37,25.72,3.58,3.52,2021-09-23,1
55:00.2,16,2.64,23.29,3.97,3.55,2021-09-23,1
55:05.2,16,2.44,26,4.08,4.64,2021-09-23,1
55:10.2,16,1.88,22.82,4.34,3.82,2021-09-23,1
55:15.2,16,2.37,25.01,3.82,3.86,2021-09-23,1
55:20.2,16,2.32,21.54,3.18,4.53,2021-09-23,1
55:25.2,16,2.08,27.71,4.1,4.4,2021-09-23,1
55:30.2,16,2.2,24.78,4.45,4.82,2021-09-23,1
55:35.2,16,3.41,21.84,1.97,4.58,2021-09-23,1
55:40.2,16,3.41,21.84,1.97,4.58,2021-09-23,1
55:45.2,16,2.12,21.82,3.05,3.3,2021-09-23,1
55:50.2,16,2.77,26.37,3.37,3.58,2021-09-23,1
55:55.2,16,2.97,27.94,3.82,4.7,2021-09-23,1
56:00.2,16,2.64,22.95,3.87,4.12,2021-09-23,1
56:05.2,16,2.75,23.47,4.43,4.54,2021-09-23,1
56:10.2,16,2.21,22.64,3.19,3.93,2021-09-23,1
56:15.2,16,1.84,25.96,3.32,3.07,2021-09-23,1
56:20.2,16,2.11,24.27,3.28,4.34,2021-09-23,1
56:25.2,16,2.58,22.86,3.09,3.87,2021-09-23,1
56:30.2,16,2.92,22.51,3.58,4.15,2021-09-23,1
56:35.2,16,2.49,26.29,3.04,4.01,2021-09-23,1
56:40.3,16,2.84,23.08,3.82,3.74,2021-09-23,1
56:45.3,16,2.78,22.73,3.55,4.54,2021-09-23,1
56:50.3,16,2.78,24.14,3.37,4.73,2021-09-23,1
56:55.3,16,1.93,21.08,4.22,4.35,2021-09-23,1
57:00.3,16,2.22,24.76,3.32,3.54,2021-09-23,1
57:05.3,16,1.94,25.63,4.09,3.85,2021-09-23,1
57:10.3,16,2.75,27.01,3.63,4.41,2021-09-23,1
57:15.3,16,1.69,27.31,3.95,3.87,2021-09-23,1
57:20.3,16,2.02,26.69,3.31,4.37,2021-09-23,1
57:25.3,16,3.41,21.84,1.97,4.58,2021-09-23,1
57:52.6,17,2.11,26.63,3.08,4.39,2021-09-23,1
57:57.6,17,2.52,25.13,3.22,3.98,2021-09-23,1
58:02.6,17,2.61,24.52,3.32,4.42,2021-09-23,1
58:07.6,17,1.89,26.84,4.16,4.49,2021-09-23,1
58:12.6,17,2.86,23.53,3.13,3.04,2021-09-23,1
58:17.6,17,2.37,26.74,3.14,4.87,2021-09-23,1
58:22.7,17,2.71,25.8,3.25,3.57,2021-09-23,1
58:27.7,17,2.49,24.74,3.72,3.07,2021-09-23,1
58:32.7,17,2.01,25.81,4.07,3.74,2021-09-23,1
58:37.7,17,1.51,25.96,3.04,4.31,2021-09-23,1
58:42.7,17,2.58,25.26,4.48,3.2,2021-09-23,1
58:47.7,17,1.57,25.62,3.4,4.05,2021-09-23,1
58:52.7,17,1.88,25.41,3.67,3.61,2021-09-23,1
58:57.7,17,2.05,25.63,3.9,4.92,2021-09-23,1
59:02.7,17,2.22,23.83,3.97,3.6,2021-09-23,1
59:07.7,17,1.96,22.7,3.56,3.51,2021-09-23,1
59:12.7,17,1.6,22.3,1.82,2.4,2021-09-23,1
59:17.7,17,1.76,25.71,3.11,3.55,2021-09-23,1
59:22.7,17,2.57,23.59,3.31,3.31,2021-09-23,1
59:27.7,17,2.95,25.35,4.36,3.02,2021-09-23,1
59:32.7,17,2.19,24.7,4.07,3.37,2021-09-23,1
59:37.7,17,1.52,25.45,4.31,4.74,2021-09-23,1
59:42.7,17,2.93,22.33,3.01,3.92,2021-09-23,1
59:47.7,17,1.81,25.75,3.91,3.57,2021-09-23,1
59:52.7,17,2.72,21.15,3.1,4.78,2021-09-23,1
59:57.8,17,1.91,24.81,4.16,3.7,2021-09-23,1
00:02.8,17,2.36,23.32,3.93,3.03,2021-09-23,1
00:07.8,17,2.58,23.84,3.3,4.53,2021-09-23,1
00:12.8,17,2.49,26.34,4.17,3.21,2021-09-23,1
00:17.8,17,1.87,24.61,3.84,4.33,2021-09-23,1
00:22.8,17,2.03,27.66,3.09,4.04,2021-09-23,1
00:27.8,17,2.81,24.94,4.43,3.54,2021-09-23,1
00:32.8,17,1.93,24.18,3.39,4.1,2021-09-23,1
00:37.8,17,2.41,27.63,3.85,3.91,2021-09-23,1
00:42.8,17,4.12,22.49,2.19,4.75,2021-09-23,1
00:47.8,17,1.74,22.53,3.56,3.74,2021-09-23,1
00:52.8,17,2.34,26.02,3.81,4.01,2021-09-23,1
00:57.8,17,1.63,22.77,3.79,3.98,2021-09-23,1
01:02.8,17,2.06,22.88,3.35,4.53,2021-09-23,1
01:07.8,17,1.61,25.19,3.73,3.8,2021-09-23,1
01:12.8,17,1.77,26.89,3.53,4.43,2021-09-23,1
01:17.8,17,2.3,24.74,4,3.89,2021-09-23,1
01:22.8,17,3.82,23.62,3.1,4.32,2021-09-23,1
01:27.8,17,2.82,23.97,3.45,4.11,2021-09-23,1
01:32.8,17,2.65,25.74,3.39,3.33,2021-09-23,1
01:37.9,17,2.1,24.38,4.12,4.95,2021-09-23,1
01:42.9,17,2.89,22.15,3.12,3.34,2021-09-23,1
01:47.9,17,2.04,25,4.2,3.82,2021-09-23,1
01:52.9,17,1.68,24.69,4,4.41,2021-09-23,1
01:57.9,17,2.71,22.95,4.32,3.84,2021-09-23,1
02:02.9,17,1.76,21.92,3.38,4.8,2021-09-23,1
02:07.9,17,2.66,22.52,3.76,4.54,2021-09-23,1
02:12.9,17,1.74,23.84,4.25,4.59,2021-09-23,1
02:17.9,17,2.09,25.11,3.14,3.83,2021-09-23,1
02:22.9,17,2.97,23.33,4.15,4.98,2021-09-23,1
02:27.9,17,1.75,24.38,4.07,4.5,2021-09-23,1
02:32.9,17,2.37,21.95,3.59,3.97,2021-09-23,1
02:37.9,17,2.86,27,3.65,4.47,2021-09-23,1
02:42.9,17,2.41,22.78,4.28,4.16,2021-09-23,1
02:47.9,17,2.53,23.27,3.88,4.46,2021-09-23,1
02:52.9,17,2.13,26.36,3.05,3.47,2021-09-23,1
02:57.9,17,2.98,22.99,3.42,4.96,2021-09-23,1
03:02.9,17,2.05,25.04,3.23,3.69,2021-09-23,1
03:07.9,17,2.21,21.63,3.1,3.32,2021-09-23,1
03:13.0,17,2.46,21.75,3.9,4.96,2021-09-23,1
03:18.0,17,1.87,22.72,3.74,3.98,2021-09-23,1
03:23.0,17,2.69,23.7,4.44,3.32,2021-09-23,1
03:28.0,17,1.57,24.62,4.34,3.05,2021-09-23,1
03:33.0,17,2.06,24.11,4.09,4.02,2021-09-23,1
04:00.9,18,2.42,24.93,3.25,4.57,2021-09-23,1
04:05.9,18,1.64,24.97,3.5,4.04,2021-09-23,1
04:10.9,18,2.81,27.83,3.81,4.89,2021-09-23,1
04:15.9,18,2.98,22.43,3.56,4.91,2021-09-23,1
04:20.9,18,1.88,22.81,4.33,3.6,2021-09-23,1
04:25.9,18,2.39,23.71,3.18,3.4,2021-09-23,1
04:31.0,18,1.59,25.79,3.5,4.19,2021-09-23,1
04:36.0,18,1.78,22.88,4.13,3.76,2021-09-23,1
04:41.0,18,2.75,25.65,3.64,4.4,2021-09-23,1
04:46.0,18,1.97,27.49,3.88,3.91,2021-09-23,1
04:51.0,18,2.94,24.84,3.99,3.97,2021-09-23,1
04:56.0,18,2.64,26.58,3.52,3.29,2021-09-23,1
05:01.0,18,2.94,26.84,3.56,4.43,2021-09-23,1
05:06.0,18,2.36,25.58,3.43,4.62,2021-09-23,1
05:11.0,18,1.83,26.18,3.54,4.88,2021-09-23,1
05:16.0,18,1.95,24.78,4.45,3.66,2021-09-23,1
05:21.0,18,2.26,26.07,3.8,4.42,2021-09-23,1
05:26.0,18,2.76,26.13,4.07,3.86,2021-09-23,1
05:31.0,18,1.75,23.08,3.88,4.53,2021-09-23,1
05:36.0,18,1.94,23.17,3.41,3.51,2021-09-23,1
05:41.0,18,2.19,24.05,4.05,4.21,2021-09-23,1
05:46.0,18,2.08,24.65,4.42,3.29,2021-09-23,1
05:51.0,18,2.6,21.27,4.39,4.55,2021-09-23,1
05:56.0,18,2,23.12,4.24,4.25,2021-09-23,1
06:01.0,18,2.58,23.88,3.14,3.46,2021-09-23,1
06:06.0,18,1.91,24.78,3.96,4.55,2021-09-23,1
06:11.1,18,2.67,21.95,3.99,4.07,2021-09-23,1
06:16.1,18,1.78,22.76,3.95,3.37,2021-09-23,1
06:21.1,18,1.92,22.09,3.46,3.65,2021-09-23,1
06:26.1,18,1.82,25.89,3.98,4.73,2021-09-23,1
06:31.1,18,2.56,25.23,3.68,3.36,2021-09-23,1
06:36.1,18,2.11,25.04,3.76,3.48,2021-09-23,1
06:41.1,18,2.41,23.23,4.43,4.69,2021-09-23,1
06:46.1,18,2.18,22.47,3.55,4.43,2021-09-23,1
06:51.1,18,1.69,23.61,3.55,4.56,2021-09-23,1
06:56.1,18,1.51,24.68,3.68,3.37,2021-09-23,1
07:01.1,18,1.87,23.92,3.4,3.29,2021-09-23,1
07:06.1,18,2.55,23.63,3.88,3.84,2021-09-23,1
07:11.1,18,2.99,25.69,4.24,4.76,2021-09-23,1
07:16.1,18,2.57,24.84,3.96,4.02,2021-09-23,1
07:21.1,18,1.78,26.93,3.34,3.08,2021-09-23,1
07:26.1,18,2.75,24.7,3.51,4.26,2021-09-23,1
07:31.1,18,2.74,26.38,3.75,3.71,2021-09-23,1
07:36.1,18,2.15,26.86,3.29,3.61,2021-09-23,1
07:41.1,18,1.79,27.02,3.69,4.33,2021-09-23,1
07:46.1,18,2.38,26.41,4.47,4.62,2021-09-23,1
07:51.1,18,2.82,25.91,4.01,4.14,2021-09-23,1
07:56.2,18,2.66,27.5,3.65,3.39,2021-09-23,1
08:01.2,18,2.37,26.35,3.64,3.8,2021-09-23,1
08:06.2,18,1.65,21.83,3.64,4.88,2021-09-23,1
08:11.2,18,2.65,21.55,3.54,3.28,2021-09-23,1
08:16.2,18,2.87,25.4,3.66,3.19,2021-09-23,1
08:21.2,18,2.04,23.18,4.09,3.47,2021-09-23,1
08:26.2,18,2.35,23.84,3.06,3.95,2021-09-23,1
08:31.2,18,2.32,25.43,3.24,3.73,2021-09-23,1
08:36.2,18,2.83,25.46,3.41,4.15,2021-09-23,1
08:41.2,18,2.16,25.15,4.12,4.34,2021-09-23,1
08:46.2,18,2.57,24.27,3.16,3.56,2021-09-23,1
08:51.2,18,2.53,25.11,4.18,3.94,2021-09-23,1
08:56.2,18,2.81,21.57,3.97,3.64,2021-09-23,1
09:01.2,18,2.14,24.67,3.2,4.15,2021-09-23,1
09:06.2,18,2.51,24.55,3.01,4.74,2021-09-23,1
09:11.2,18,1.55,26.89,4.29,3.18,2021-09-23,1
09:16.2,18,2.71,24.9,3.17,4.86,2021-09-23,1
09:21.2,18,2.23,27,4.34,3.12,2021-09-23,1
09:26.2,18,2.78,23.17,3.39,3.07,2021-09-23,1
09:31.2,18,1.71,22.85,3.5,4.3,2021-09-23,1
09:36.2,18,2.36,24.71,4.1,3.86,2021-09-23,1
09:41.2,18,1.75,24.08,4.34,4.08,2021-09-23,1
10:06.8,19,1.97,21.75,3.47,3.14,2021-09-23,1
10:11.8,19,1.89,21.78,4.25,3.41,2021-09-23,1
10:16.8,19,2.04,21.06,3.45,3.3,2021-09-23,1
10:21.8,19,2.92,25.63,3.16,3.28,2021-09-23,1
10:26.8,19,2.4,22.66,3.49,4.87,2021-09-23,1
10:31.8,19,2.26,26.31,3.06,4.85,2021-09-23,1
10:36.8,19,1.67,24.76,3.75,3.71,2021-09-23,1
10:41.8,19,1.68,25.59,4.43,3.16,2021-09-23,1
10:46.8,19,1.87,24.05,4.2,4.11,2021-09-23,1
10:51.8,19,2.29,24.87,3.74,4.74,2021-09-23,1
10:56.8,19,2.55,25.05,4.27,4.57,2021-09-23,1
11:01.8,19,2.07,23.38,3.07,4.43,2021-09-23,1
11:06.8,19,2.8,22.31,3.26,3.37,2021-09-23,1
11:11.8,19,2.21,22.81,3.36,3.61,2021-09-23,1
11:16.8,19,2.86,22.75,4.11,4.78,2021-09-23,1
11:21.8,19,1.69,23.12,3.91,3.06,2021-09-23,1
11:26.8,19,2.13,23,3.84,4.67,2021-09-23,1
11:31.8,19,2.22,24.25,3.62,4.13,2021-09-23,1
11:36.9,19,1.63,25.84,4.25,4.92,2021-09-23,1
11:41.9,19,2.44,26.53,4.14,4.17,2021-09-23,1
11:46.9,19,2.99,23.33,4.1,3.91,2021-09-23,1
11:51.9,19,2.72,22.57,3.58,3.38,2021-09-23,1
11:56.9,19,2.91,23.14,3.75,4.2,2021-09-23,1
12:01.9,19,2.2,27.85,4.09,3.98,2021-09-23,1
12:06.9,19,3.88,25.02,3.45,3.69,2021-09-23,1
12:11.9,19,2.54,27.7,3.14,4.04,2021-09-23,1
12:16.9,19,1.76,27.71,3.35,4.08,2021-09-23,1
12:21.9,19,1.55,26.02,3.67,4.16,2021-09-23,1
12:26.9,19,1.52,22.09,3.58,4.25,2021-09-23,1
12:31.9,19,1.57,24.71,3.26,4.03,2021-09-23,1
12:36.9,19,2.6,23.1,3.41,4.64,2021-09-23,1
12:41.9,19,1.78,27.41,3.84,3.38,2021-09-23,1
12:46.9,19,2.62,22.93,3.01,3.57,2021-09-23,1
12:51.9,19,1.97,24.28,3.31,3.41,2021-09-23,1
12:56.9,19,2.05,25.13,3.91,3.22,2021-09-23,1
13:01.9,19,2.05,23.59,4.27,4.01,2021-09-23,1
13:06.9,19,2.46,21.59,3.58,3.82,2021-09-23,1
13:11.9,19,1.88,26.55,3.94,3.94,2021-09-23,1
13:17.0,19,1.97,26.16,3.57,4.24,2021-09-23,1
13:22.0,19,1.99,22.44,3.04,3.31,2021-09-23,1
13:27.0,19,2.55,27.12,3.48,3.15,2021-09-23,1
13:32.0,19,1.52,26.77,3.98,4.68,2021-09-23,1
13:37.0,19,1.82,22.8,3.15,3.3,2021-09-23,1
13:42.0,19,1.87,21.92,3.48,3.51,2021-09-23,1
13:47.0,19,2.76,24.09,3.97,3.13,2021-09-23,1
13:52.0,19,2.09,23.16,3.74,4.77,2021-09-23,1
13:57.0,19,2.24,27.04,4.17,3.28,2021-09-23,1
14:02.0,19,2.9,22.3,4.02,3.61,2021-09-23,1
14:07.0,19,2.7,24.96,4.17,4.28,2021-09-23,1
14:12.0,19,2.74,26.19,4.44,4.99,2021-09-23,1
14:17.0,19,2.03,27.88,4.44,3.9,2021-09-23,1
14:22.0,19,1.64,27.96,4.11,3.52,2021-09-23,1
14:27.0,19,2.23,22.1,3.49,3.62,2021-09-23,1
14:32.0,19,2.46,23.35,4.27,3.77,2021-09-23,1
14:37.0,19,2.59,25.03,3.11,4.97,2021-09-23,1
14:42.0,19,1.84,22.77,3.84,3.77,2021-09-23,1
14:47.0,19,2.29,26.22,3.68,4.35,2021-09-23,1
14:52.0,19,1.92,25.97,3.98,3.24,2021-09-23,1
14:57.0,19,1.62,22.94,4.42,4.35,2021-09-23,1
15:02.0,19,2.85,26.2,3.2,3.17,2021-09-23,1
15:07.0,19,2.92,24.78,3.95,3.54,2021-09-23,1
15:12.1,19,1.56,23.8,4.32,4.11,2021-09-23,1
15:17.1,19,2.15,22.27,3.37,3.48,2021-09-23,1
15:22.1,19,2.11,27.13,4.17,3.12,2021-09-23,1
15:27.1,19,1.69,22.53,4.24,3.69,2021-09-23,1
15:32.1,19,2.57,23.44,3.34,4.26,2021-09-23,1
15:37.1,19,2.94,23.99,3.64,3.72,2021-09-23,1
15:42.1,19,2.13,22.29,3.1,3.9,2021-09-23,1
15:47.1,19,2.86,22.97,3.72,4.14,2021-09-23,1
16:13.4,20,2.69,21.6,3.28,3.56,2021-09-23,1
16:18.4,20,2.76,25.06,3.37,3.11,2021-09-23,1
16:23.4,20,1.51,26.06,3.08,3.89,2021-09-23,1
16:28.4,20,2.94,24.48,4.43,3.18,2021-09-23,1
16:33.4,20,2.42,25.84,3.49,3.35,2021-09-23,1
16:38.4,20,1.73,25.25,3.11,3.24,2021-09-23,1
16:43.4,20,2.7,23.32,3.31,3.79,2021-09-23,1
16:48.4,20,1.86,24.27,4.4,3.6,2021-09-23,1
16:53.4,20,2.76,21.97,4.01,3.59,2021-09-23,1
16:58.4,20,2.73,21.05,4.11,4.25,2021-09-23,1
17:03.4,20,1.81,22.44,4.31,3.43,2021-09-23,1
17:08.4,20,2.71,26.68,3.87,3.57,2021-09-23,1
17:13.4,20,2.95,24.98,4.01,3.87,2021-09-23,1
17:18.4,20,2.89,25.31,3.47,3.34,2021-09-23,1
17:23.4,20,2.4,24.37,3.45,4.85,2021-09-23,1
17:28.4,20,2.12,23.29,4.37,3.69,2021-09-23,1
17:33.4,20,1.58,24.35,3.98,3.9,2021-09-23,1
17:38.4,20,2.73,27.68,4.41,4.16,2021-09-23,1
17:43.4,20,2.66,26.43,4.38,3.32,2021-09-23,1
17:48.5,20,2.08,25.7,3.85,4.19,2021-09-23,1
17:53.5,20,2.52,24.11,3.52,3.6,2021-09-23,1
17:58.5,20,1.87,22.32,4.4,3.81,2021-09-23,1
18:03.5,20,2.71,23.64,3.67,3.96,2021-09-23,1
18:08.5,20,2.57,25.18,4.14,3.05,2021-09-23,1
18:13.5,20,1.98,25.52,4.27,4.02,2021-09-23,1
